,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
769,0 days 01:01:20.551000,SAI,55,0 days 00:01:22.600000,2.0,1.0,,,0 days 00:00:29.006000,0 days 00:00:18.026000,0 days 00:00:35.568000,0 days 01:00:26.928000,0 days 01:00:44.954000,0 days 01:01:20.522000,277.0,320.0,286.0,302.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:59:57.951000,2024-03-24 04:04:41.149,1,1.0,False,,False,True
770,0 days 01:02:43.557000,SAI,55,0 days 00:01:23.006000,3.0,1.0,,,0 days 00:00:29.002000,0 days 00:00:18.548000,0 days 00:00:35.456000,0 days 01:01:49.524000,0 days 01:02:08.072000,0 days 01:02:43.528000,266.0,288.0,287.0,285.0,False,MEDIUM,3.0,True,Ferrari,0 days 01:01:20.551000,2024-03-24 04:06:03.749,1,1.0,False,,False,True
771,0 days 01:04:05.990000,SAI,55,0 days 00:01:22.433000,4.0,1.0,,,0 days 00:00:28.643000,0 days 00:00:18.497000,0 days 00:00:35.293000,0 days 01:03:12.171000,0 days 01:03:30.668000,0 days 01:04:05.961000,270.0,291.0,286.0,287.0,True,MEDIUM,4.0,True,Ferrari,0 days 01:02:43.557000,2024-03-24 04:07:26.755,1,1.0,False,,False,True
772,0 days 01:05:28.619000,SAI,55,0 days 00:01:22.629000,5.0,1.0,,,0 days 00:00:28.705000,0 days 00:00:18.504000,0 days 00:00:35.420000,0 days 01:04:34.666000,0 days 01:04:53.170000,0 days 01:05:28.590000,,292.0,287.0,,False,MEDIUM,5.0,True,Ferrari,0 days 01:04:05.990000,2024-03-24 04:08:49.188,1,1.0,False,,False,True
773,0 days 01:06:51.191000,SAI,55,0 days 00:01:22.572000,6.0,1.0,,,0 days 00:00:28.648000,0 days 00:00:18.453000,0 days 00:00:35.471000,0 days 01:05:57.238000,0 days 01:06:15.691000,0 days 01:06:51.162000,,293.0,287.0,289.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:05:28.619000,2024-03-24 04:10:11.817,1,1.0,False,,False,True
774,0 days 01:08:13.625000,SAI,55,0 days 00:01:22.434000,7.0,1.0,,,0 days 00:00:28.670000,0 days 00:00:18.462000,0 days 00:00:35.302000,0 days 01:07:19.832000,0 days 01:07:38.294000,0 days 01:08:13.596000,272.0,295.0,287.0,290.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:06:51.191000,2024-03-24 04:11:34.389,1,1.0,False,,False,True
775,0 days 01:09:35.928000,SAI,55,0 days 00:01:22.303000,8.0,1.0,,,0 days 00:00:28.562000,0 days 00:00:18.397000,0 days 00:00:35.344000,0 days 01:08:42.158000,0 days 01:09:00.555000,0 days 01:09:35.899000,274.0,296.0,287.0,291.0,True,MEDIUM,8.0,True,Ferrari,0 days 01:08:13.625000,2024-03-24 04:12:56.823,1,1.0,False,,False,True
776,0 days 01:10:57.953000,SAI,55,0 days 00:01:22.025000,9.0,1.0,,,0 days 00:00:28.594000,0 days 00:00:18.290000,0 days 00:00:35.141000,0 days 01:10:04.493000,0 days 01:10:22.783000,0 days 01:10:57.924000,273.0,295.0,288.0,290.0,True,MEDIUM,9.0,True,Ferrari,0 days 01:09:35.928000,2024-03-24 04:14:19.126,1,1.0,False,,False,True
777,0 days 01:12:19.668000,SAI,55,0 days 00:01:21.715000,10.0,1.0,,,0 days 00:00:28.426000,0 days 00:00:18.281000,0 days 00:00:35.008000,0 days 01:11:26.350000,0 days 01:11:44.631000,0 days 01:12:19.639000,274.0,295.0,289.0,291.0,True,MEDIUM,10.0,True,Ferrari,0 days 01:10:57.953000,2024-03-24 04:15:41.151,1,1.0,False,,False,True
778,0 days 01:13:41.606000,SAI,55,0 days 00:01:21.938000,11.0,1.0,,,0 days 00:00:28.460000,0 days 00:00:18.272000,0 days 00:00:35.206000,0 days 01:12:48.099000,0 days 01:13:06.371000,0 days 01:13:41.577000,275.0,299.0,288.0,294.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:12:19.668000,2024-03-24 04:17:02.866,1,1.0,False,,False,True
779,0 days 01:15:03.781000,SAI,55,0 days 00:01:22.175000,12.0,1.0,,,0 days 00:00:28.592000,0 days 00:00:18.284000,0 days 00:00:35.299000,0 days 01:14:10.169000,0 days 01:14:28.453000,0 days 01:15:03.752000,273.0,297.0,287.0,291.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:13:41.606000,2024-03-24 04:18:24.804,1,1.0,False,,False,True
780,0 days 01:16:25.986000,SAI,55,0 days 00:01:22.205000,13.0,1.0,,,0 days 00:00:28.595000,0 days 00:00:18.317000,0 days 00:00:35.293000,0 days 01:15:32.347000,0 days 01:15:50.664000,0 days 01:16:25.957000,,297.0,288.0,,False,MEDIUM,13.0,True,Ferrari,0 days 01:15:03.781000,2024-03-24 04:19:46.979,1,1.0,False,,False,True
781,0 days 01:17:48.473000,SAI,55,0 days 00:01:22.487000,14.0,1.0,,,0 days 00:00:28.815000,0 days 00:00:18.261000,0 days 00:00:35.411000,0 days 01:16:54.772000,0 days 01:17:13.033000,0 days 01:17:48.444000,272.0,302.0,287.0,290.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:16:25.986000,2024-03-24 04:21:09.184,1,1.0,False,,False,True
782,0 days 01:19:11.093000,SAI,55,0 days 00:01:22.620000,15.0,1.0,,,0 days 00:00:28.688000,0 days 00:00:18.274000,0 days 00:00:35.658000,0 days 01:18:17.132000,0 days 01:18:35.406000,0 days 01:19:11.064000,273.0,302.0,286.0,289.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:17:48.473000,2024-03-24 04:22:31.671,1,1.0,False,,False,True
783,0 days 01:20:47.403000,SAI,55,0 days 00:01:36.310000,16.0,1.0,,0 days 01:20:31.925000,0 days 00:00:28.715000,0 days 00:00:18.274000,0 days 00:00:49.321000,0 days 01:19:39.779000,0 days 01:19:58.053000,0 days 01:20:47.374000,278.0,301.0,,295.0,False,MEDIUM,16.0,True,Ferrari,0 days 01:19:11.093000,2024-03-24 04:23:54.291,1,1.0,False,,False,False
784,0 days 01:22:31.168000,SAI,55,0 days 00:01:43.765000,17.0,2.0,0 days 01:20:49.444000,,0 days 00:00:34.907000,0 days 00:00:18.380000,0 days 00:00:50.478000,0 days 01:21:22.281000,0 days 01:21:40.661000,0 days 01:22:31.139000,279.0,315.0,233.0,233.0,False,HARD,1.0,True,Ferrari,0 days 01:20:47.403000,2024-03-24 04:25:30.601,26,1.0,False,,False,False
785,0 days 01:24:01.098000,SAI,55,0 days 00:01:29.930000,18.0,2.0,,,0 days 00:00:36.108000,0 days 00:00:18.529000,0 days 00:00:35.293000,0 days 01:23:07.247000,0 days 01:23:25.776000,0 days 01:24:01.069000,271.0,289.0,288.0,253.0,False,HARD,2.0,True,Ferrari,0 days 01:22:31.168000,2024-03-24 04:27:14.366,67,1.0,False,,False,False
786,0 days 01:25:22.909000,SAI,55,0 days 00:01:21.811000,19.0,2.0,,,0 days 00:00:28.284000,0 days 00:00:18.342000,0 days 00:00:35.185000,0 days 01:24:29.353000,0 days 01:24:47.695000,0 days 01:25:22.880000,273.0,293.0,288.0,288.0,False,HARD,3.0,True,Ferrari,0 days 01:24:01.098000,2024-03-24 04:28:44.296,1,1.0,False,,False,True
787,0 days 01:26:44.511000,SAI,55,0 days 00:01:21.602000,20.0,2.0,,,0 days 00:00:28.321000,0 days 00:00:18.274000,0 days 00:00:35.007000,0 days 01:25:51.201000,0 days 01:26:09.475000,0 days 01:26:44.482000,274.0,294.0,288.0,290.0,True,HARD,4.0,True,Ferrari,0 days 01:25:22.909000,2024-03-24 04:30:06.107,1,1.0,False,,False,True
788,0 days 01:28:06.442000,SAI,55,0 days 00:01:21.931000,21.0,2.0,,,0 days 00:00:28.376000,0 days 00:00:18.292000,0 days 00:00:35.263000,0 days 01:27:12.858000,0 days 01:27:31.150000,0 days 01:28:06.413000,273.0,294.0,287.0,289.0,False,HARD,5.0,True,Ferrari,0 days 01:26:44.511000,2024-03-24 04:31:27.709,1,1.0,False,,False,True
789,0 days 01:29:27.913000,SAI,55,0 days 00:01:21.471000,22.0,2.0,,,0 days 00:00:28.277000,0 days 00:00:18.216000,0 days 00:00:34.978000,0 days 01:28:34.690000,0 days 01:28:52.906000,0 days 01:29:27.884000,277.0,300.0,288.0,293.0,True,HARD,6.0,True,Ferrari,0 days 01:28:06.442000,2024-03-24 04:32:49.640,1,1.0,False,,False,True
790,0 days 01:30:49.444000,SAI,55,0 days 00:01:21.531000,23.0,2.0,,,0 days 00:00:28.345000,0 days 00:00:18.162000,0 days 00:00:35.024000,0 days 01:29:56.229000,0 days 01:30:14.391000,0 days 01:30:49.415000,273.0,297.0,288.0,290.0,False,HARD,7.0,True,Ferrari,0 days 01:29:27.913000,2024-03-24 04:34:11.111,1,1.0,False,,False,True
791,0 days 01:32:10.902000,SAI,55,0 days 00:01:21.458000,24.0,2.0,,,0 days 00:00:28.329000,0 days 00:00:18.173000,0 days 00:00:34.956000,0 days 01:31:17.744000,0 days 01:31:35.917000,0 days 01:32:10.873000,274.0,296.0,288.0,288.0,True,HARD,8.0,True,Ferrari,0 days 01:30:49.444000,2024-03-24 04:35:32.642,1,1.0,False,,False,True
792,0 days 01:33:32.145000,SAI,55,0 days 00:01:21.243000,25.0,2.0,,,0 days 00:00:28.229000,0 days 00:00:18.081000,0 days 00:00:34.933000,0 days 01:32:39.102000,0 days 01:32:57.183000,0 days 01:33:32.116000,273.0,296.0,288.0,,True,HARD,9.0,True,Ferrari,0 days 01:32:10.902000,2024-03-24 04:36:54.100,1,1.0,False,,False,True
793,0 days 01:34:53.223000,SAI,55,0 days 00:01:21.078000,26.0,2.0,,,0 days 00:00:28.144000,0 days 00:00:18.086000,0 days 00:00:34.848000,0 days 01:34:00.260000,0 days 01:34:18.346000,0 days 01:34:53.194000,275.0,295.0,289.0,290.0,True,HARD,10.0,True,Ferrari,0 days 01:33:32.145000,2024-03-24 04:38:15.343,1,1.0,False,,False,True
794,0 days 01:36:14.680000,SAI,55,0 days 00:01:21.457000,27.0,2.0,,,0 days 00:00:28.388000,0 days 00:00:18.153000,0 days 00:00:34.916000,0 days 01:35:21.582000,0 days 01:35:39.735000,0 days 01:36:14.651000,276.0,297.0,288.0,293.0,False,HARD,11.0,True,Ferrari,0 days 01:34:53.223000,2024-03-24 04:39:36.421,1,1.0,False,,False,True
795,0 days 01:37:36.120000,SAI,55,0 days 00:01:21.440000,28.0,2.0,,,0 days 00:00:28.279000,0 days 00:00:18.153000,0 days 00:00:35.008000,0 days 01:36:42.930000,0 days 01:37:01.083000,0 days 01:37:36.091000,274.0,294.0,289.0,290.0,False,HARD,12.0,True,Ferrari,0 days 01:36:14.680000,2024-03-24 04:40:57.878,1,1.0,False,,False,True
796,0 days 01:38:57.609000,SAI,55,0 days 00:01:21.489000,29.0,2.0,,,0 days 00:00:28.336000,0 days 00:00:18.131000,0 days 00:00:35.022000,0 days 01:38:04.427000,0 days 01:38:22.558000,0 days 01:38:57.580000,278.0,299.0,289.0,292.0,False,HARD,13.0,True,Ferrari,0 days 01:37:36.120000,2024-03-24 04:42:19.318,1,1.0,False,,False,True
797,0 days 01:40:19.232000,SAI,55,0 days 00:01:21.623000,30.0,2.0,,,0 days 00:00:28.468000,0 days 00:00:18.196000,0 days 00:00:34.959000,0 days 01:39:26.048000,0 days 01:39:44.244000,0 days 01:40:19.203000,274.0,296.0,289.0,289.0,False,HARD,14.0,True,Ferrari,0 days 01:38:57.609000,2024-03-24 04:43:40.807,1,1.0,False,,False,True
798,0 days 01:41:40.514000,SAI,55,0 days 00:01:21.282000,31.0,2.0,,,0 days 00:00:28.215000,0 days 00:00:18.059000,0 days 00:00:35.008000,0 days 01:40:47.418000,0 days 01:41:05.477000,0 days 01:41:40.485000,276.0,300.0,289.0,291.0,False,HARD,15.0,True,Ferrari,0 days 01:40:19.232000,2024-03-24 04:45:02.430,1,1.0,False,,False,True
799,0 days 01:43:01.719000,SAI,55,0 days 00:01:21.205000,32.0,2.0,,,0 days 00:00:28.209000,0 days 00:00:18.107000,0 days 00:00:34.889000,0 days 01:42:08.694000,0 days 01:42:26.801000,0 days 01:43:01.690000,278.0,300.0,289.0,293.0,False,HARD,16.0,True,Ferrari,0 days 01:41:40.514000,2024-03-24 04:46:23.712,1,1.0,False,,False,True
800,0 days 01:44:23.214000,SAI,55,0 days 00:01:21.495000,33.0,2.0,,,0 days 00:00:28.398000,0 days 00:00:18.086000,0 days 00:00:35.011000,0 days 01:43:30.088000,0 days 01:43:48.174000,0 days 01:44:23.185000,275.0,296.0,290.0,290.0,False,HARD,17.0,True,Ferrari,0 days 01:43:01.719000,2024-03-24 04:47:44.917,1,1.0,False,,False,True
801,0 days 01:45:44.931000,SAI,55,0 days 00:01:21.717000,34.0,2.0,,,0 days 00:00:28.512000,0 days 00:00:18.103000,0 days 00:00:35.102000,0 days 01:44:51.697000,0 days 01:45:09.800000,0 days 01:45:44.902000,276.0,303.0,289.0,295.0,False,HARD,18.0,True,Ferrari,0 days 01:44:23.214000,2024-03-24 04:49:06.412,1,1.0,False,,False,True
802,0 days 01:47:06.652000,SAI,55,0 days 00:01:21.721000,35.0,2.0,,,0 days 00:00:28.432000,0 days 00:00:18.105000,0 days 00:00:35.184000,0 days 01:46:13.334000,0 days 01:46:31.439000,0 days 01:47:06.623000,277.0,303.0,291.0,293.0,False,HARD,19.0,True,Ferrari,0 days 01:45:44.931000,2024-03-24 04:50:28.129,1,1.0,False,,False,True
803,0 days 01:48:28.670000,SAI,55,0 days 00:01:22.018000,36.0,2.0,,,0 days 00:00:28.557000,0 days 00:00:18.086000,0 days 00:00:35.375000,0 days 01:47:35.180000,0 days 01:47:53.266000,0 days 01:48:28.641000,275.0,306.0,292.0,294.0,False,HARD,20.0,True,Ferrari,0 days 01:47:06.652000,2024-03-24 04:51:49.850,1,1.0,False,,False,True
804,0 days 01:49:50.641000,SAI,55,0 days 00:01:21.971000,37.0,2.0,,,0 days 00:00:28.542000,0 days 00:00:18.047000,0 days 00:00:35.382000,0 days 01:48:57.183000,0 days 01:49:15.230000,0 days 01:49:50.612000,281.0,310.0,289.0,301.0,False,HARD,21.0,True,Ferrari,0 days 01:48:28.670000,2024-03-24 04:53:11.868,1,1.0,False,,False,True
805,0 days 01:51:12.053000,SAI,55,0 days 00:01:21.412000,38.0,2.0,,,0 days 00:00:28.380000,0 days 00:00:18.048000,0 days 00:00:34.984000,0 days 01:50:18.992000,0 days 01:50:37.040000,0 days 01:51:12.024000,,307.0,291.0,296.0,False,HARD,22.0,True,Ferrari,0 days 01:49:50.641000,2024-03-24 04:54:33.839,1,1.0,False,,False,True
806,0 days 01:52:33.607000,SAI,55,0 days 00:01:21.554000,39.0,2.0,,,0 days 00:00:28.367000,0 days 00:00:18.153000,0 days 00:00:35.034000,0 days 01:51:40.391000,0 days 01:51:58.544000,0 days 01:52:33.578000,275.0,301.0,290.0,292.0,False,HARD,23.0,True,Ferrari,0 days 01:51:12.053000,2024-03-24 04:55:55.251,1,1.0,False,,False,True
807,0 days 01:53:55.050000,SAI,55,0 days 00:01:21.443000,40.0,2.0,,,0 days 00:00:28.400000,0 days 00:00:18.024000,0 days 00:00:35.019000,0 days 01:53:01.978000,0 days 01:53:20.002000,0 days 01:53:55.021000,,301.0,291.0,,False,HARD,24.0,True,Ferrari,0 days 01:52:33.607000,2024-03-24 04:57:16.805,1,1.0,False,,False,True
808,0 days 01:55:30.560000,SAI,55,0 days 00:01:35.510000,41.0,2.0,,0 days 01:55:14.881000,0 days 00:00:28.241000,0 days 00:00:18.016000,0 days 00:00:49.253000,0 days 01:54:23.262000,0 days 01:54:41.278000,0 days 01:55:30.531000,280.0,306.0,,297.0,False,HARD,25.0,True,Ferrari,0 days 01:53:55.050000,2024-03-24 04:58:38.248,1,1.0,False,,False,False
809,0 days 01:56:57.775000,SAI,55,0 days 00:01:27.215000,42.0,3.0,0 days 01:55:32.586000,,0 days 00:00:33.986000,0 days 00:00:18.315000,0 days 00:00:34.914000,0 days 01:56:04.517000,0 days 01:56:22.832000,0 days 01:56:57.746000,268.0,295.0,290.0,235.0,False,HARD,1.0,True,Ferrari,0 days 01:55:30.560000,2024-03-24 05:00:13.758,1,1.0,False,,False,False
810,0 days 01:58:18.505000,SAI,55,0 days 00:01:20.730000,43.0,3.0,,,0 days 00:00:27.993000,0 days 00:00:18.040000,0 days 00:00:34.697000,0 days 01:57:25.739000,0 days 01:57:43.779000,0 days 01:58:18.476000,275.0,295.0,290.0,290.0,True,HARD,2.0,True,Ferrari,0 days 01:56:57.775000,2024-03-24 05:01:40.973,1,1.0,False,,False,True
811,0 days 01:59:39.272000,SAI,55,0 days 00:01:20.767000,44.0,3.0,,,0 days 00:00:28.014000,0 days 00:00:18.073000,0 days 00:00:34.680000,0 days 01:58:46.490000,0 days 01:59:04.563000,0 days 01:59:39.243000,274.0,295.0,290.0,,False,HARD,3.0,True,Ferrari,0 days 01:58:18.505000,2024-03-24 05:03:01.703,1,1.0,False,,False,True
812,0 days 02:00:59.495000,SAI,55,0 days 00:01:20.223000,45.0,3.0,,,0 days 00:00:27.853000,0 days 00:00:17.961000,0 days 00:00:34.409000,0 days 02:00:07.096000,0 days 02:00:25.057000,0 days 02:00:59.466000,276.0,297.0,291.0,292.0,True,HARD,4.0,True,Ferrari,0 days 01:59:39.272000,2024-03-24 05:04:22.470,1,1.0,False,,False,True
813,0 days 02:02:19.869000,SAI,55,0 days 00:01:20.374000,46.0,3.0,,,0 days 00:00:27.945000,0 days 00:00:17.998000,0 days 00:00:34.431000,0 days 02:01:27.411000,0 days 02:01:45.409000,0 days 02:02:19.840000,275.0,295.0,291.0,291.0,False,HARD,5.0,True,Ferrari,0 days 02:00:59.495000,2024-03-24 05:05:42.693,1,1.0,False,,False,True
814,0 days 02:03:40.072000,SAI,55,0 days 00:01:20.203000,47.0,3.0,,,0 days 00:00:27.870000,0 days 00:00:17.958000,0 days 00:00:34.375000,0 days 02:02:47.710000,0 days 02:03:05.668000,0 days 02:03:40.043000,276.0,297.0,291.0,292.0,True,HARD,6.0,True,Ferrari,0 days 02:02:19.869000,2024-03-24 05:07:03.067,1,1.0,False,,False,True
815,0 days 02:05:00.103000,SAI,55,0 days 00:01:20.031000,48.0,3.0,,,0 days 00:00:27.935000,0 days 00:00:17.884000,0 days 00:00:34.212000,0 days 02:04:07.978000,0 days 02:04:25.862000,0 days 02:05:00.074000,277.0,298.0,291.0,,True,HARD,7.0,True,Ferrari,0 days 02:03:40.072000,2024-03-24 05:08:23.270,1,1.0,False,,False,True
816,0 days 02:06:20.384000,SAI,55,0 days 00:01:20.281000,49.0,3.0,,,0 days 00:00:28.046000,0 days 00:00:17.897000,0 days 00:00:34.338000,0 days 02:05:28.120000,0 days 02:05:46.017000,0 days 02:06:20.355000,,298.0,292.0,289.0,False,HARD,8.0,True,Ferrari,0 days 02:05:00.103000,2024-03-24 05:09:43.301,1,1.0,False,,False,True
817,0 days 02:07:40.834000,SAI,55,0 days 00:01:20.450000,50.0,3.0,,,0 days 00:00:28.157000,0 days 00:00:17.919000,0 days 00:00:34.374000,0 days 02:06:48.512000,0 days 02:07:06.431000,0 days 02:07:40.805000,,298.0,292.0,286.0,False,HARD,9.0,True,Ferrari,0 days 02:06:20.384000,2024-03-24 05:11:03.582,1,1.0,False,,False,True
818,0 days 02:09:00.917000,SAI,55,0 days 00:01:20.083000,51.0,3.0,,,0 days 00:00:27.905000,0 days 00:00:17.821000,0 days 00:00:34.357000,0 days 02:08:08.710000,0 days 02:08:26.531000,0 days 02:09:00.888000,279.0,301.0,292.0,292.0,False,HARD,10.0,True,Ferrari,0 days 02:07:40.834000,2024-03-24 05:12:24.032,1,1.0,False,,False,True
819,0 days 02:10:21.126000,SAI,55,0 days 00:01:20.209000,52.0,3.0,,,0 days 00:00:27.963000,0 days 00:00:17.912000,0 days 00:00:34.334000,0 days 02:09:28.851000,0 days 02:09:46.763000,0 days 02:10:21.097000,,301.0,292.0,293.0,False,HARD,11.0,True,Ferrari,0 days 02:09:00.917000,2024-03-24 05:13:44.115,1,1.0,False,,False,True
820,0 days 02:11:41.741000,SAI,55,0 days 00:01:20.615000,53.0,3.0,,,0 days 00:00:27.962000,0 days 00:00:17.926000,0 days 00:00:34.727000,0 days 02:10:49.059000,0 days 02:11:06.985000,0 days 02:11:41.712000,278.0,305.0,291.0,292.0,False,HARD,12.0,True,Ferrari,0 days 02:10:21.126000,2024-03-24 05:15:04.324,1,1.0,False,,False,True
821,0 days 02:13:02.323000,SAI,55,0 days 00:01:20.582000,54.0,3.0,,,0 days 00:00:28.193000,0 days 00:00:17.922000,0 days 00:00:34.467000,0 days 02:12:09.905000,0 days 02:12:27.827000,0 days 02:13:02.294000,,302.0,293.0,297.0,False,HARD,13.0,True,Ferrari,0 days 02:11:41.741000,2024-03-24 05:16:24.939,1,1.0,False,,False,True
822,0 days 02:14:23.076000,SAI,55,0 days 00:01:20.753000,55.0,3.0,,,0 days 00:00:28.132000,0 days 00:00:17.897000,0 days 00:00:34.724000,0 days 02:13:30.426000,0 days 02:13:48.323000,0 days 02:14:23.047000,285.0,298.0,291.0,292.0,False,HARD,14.0,True,Ferrari,0 days 02:13:02.323000,2024-03-24 05:17:45.521,1,1.0,False,,False,True
823,0 days 02:15:44.174000,SAI,55,0 days 00:01:21.098000,56.0,3.0,,,0 days 00:00:28.091000,0 days 00:00:18,0 days 00:00:35.007000,0 days 02:14:51.138000,0 days 02:15:09.138000,0 days 02:15:44.145000,276.0,299.0,291.0,,False,HARD,15.0,True,Ferrari,0 days 02:14:23.076000,2024-03-24 05:19:06.274,1,1.0,False,,False,True
824,0 days 02:17:05.056000,SAI,55,0 days 00:01:20.882000,57.0,3.0,,,0 days 00:00:28.011000,0 days 00:00:18.062000,0 days 00:00:34.809000,0 days 02:16:12.156000,0 days 02:16:30.218000,0 days 02:17:05.027000,279.0,300.0,292.0,293.0,False,HARD,16.0,True,Ferrari,0 days 02:15:44.174000,2024-03-24 05:20:27.372,1,1.0,False,,False,True
825,0 days 02:18:56.419000,SAI,55,0 days 00:01:51.363000,58.0,3.0,,,0 days 00:00:35.021000,0 days 00:00:33.818000,0 days 00:00:42.524000,0 days 02:17:40.048000,0 days 02:18:13.866000,0 days 02:18:56.390000,185.0,272.0,175.0,304.0,False,HARD,17.0,True,Ferrari,0 days 02:17:05.056000,2024-03-24 05:21:48.254,2,1.0,False,,False,True
826,0 days 01:00:01.486000,RUS,63,0 days 00:01:31.910000,1.0,1.0,,,,0 days 00:00:18.460000,0 days 00:00:36.821000,,0 days 00:59:24.741000,0 days 01:00:01.524000,275.0,304.0,289.0,235.0,False,MEDIUM,1.0,True,Mercedes,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,6.0,False,,False,False
827,0 days 01:01:24.833000,RUS,63,0 days 00:01:23.347000,2.0,1.0,,,0 days 00:00:29.070000,0 days 00:00:18.099000,0 days 00:00:36.178000,0 days 01:00:30.495000,0 days 01:00:48.594000,0 days 01:01:24.772000,273.0,320.0,301.0,300.0,True,MEDIUM,2.0,True,Mercedes,0 days 01:00:01.486000,2024-03-24 04:04:44.684,1,6.0,False,,False,True
828,0 days 01:02:47.870000,RUS,63,0 days 00:01:23.037000,3.0,1.0,,,0 days 00:00:28.745000,0 days 00:00:18.137000,0 days 00:00:36.155000,0 days 01:01:53.517000,0 days 01:02:11.654000,0 days 01:02:47.809000,274.0,316.0,292.0,308.0,True,MEDIUM,3.0,True,Mercedes,0 days 01:01:24.833000,2024-03-24 04:06:08.031,1,6.0,False,,False,True
829,0 days 01:04:11.441000,RUS,63,0 days 00:01:23.571000,4.0,1.0,,,0 days 00:00:28.894000,0 days 00:00:18.318000,0 days 00:00:36.359000,0 days 01:03:16.703000,0 days 01:03:35.021000,0 days 01:04:11.380000,270.0,304.0,289.0,293.0,False,MEDIUM,4.0,True,Mercedes,0 days 01:02:47.870000,2024-03-24 04:07:31.068,1,5.0,False,,False,True
830,0 days 01:05:34.613000,RUS,63,0 days 00:01:23.172000,5.0,1.0,,,0 days 00:00:28.763000,0 days 00:00:18.297000,0 days 00:00:36.112000,0 days 01:04:40.143000,0 days 01:04:58.440000,0 days 01:05:34.552000,275.0,307.0,290.0,291.0,False,MEDIUM,5.0,True,Mercedes,0 days 01:04:11.441000,2024-03-24 04:08:54.639,1,5.0,False,,False,True
831,0 days 01:06:57.732000,RUS,63,0 days 00:01:23.119000,6.0,1.0,,,0 days 00:00:28.725000,0 days 00:00:18.354000,0 days 00:00:36.040000,0 days 01:06:03.277000,0 days 01:06:21.631000,0 days 01:06:57.671000,271.0,296.0,290.0,299.0,False,MEDIUM,6.0,True,Mercedes,0 days 01:05:34.613000,2024-03-24 04:10:17.811,1,5.0,False,,False,True
832,0 days 01:08:20.496000,RUS,63,0 days 00:01:22.764000,7.0,1.0,,,0 days 00:00:28.797000,0 days 00:00:18.279000,0 days 00:00:35.688000,0 days 01:07:26.468000,0 days 01:07:44.747000,0 days 01:08:20.435000,279.0,299.0,290.0,293.0,True,MEDIUM,7.0,True,Mercedes,0 days 01:06:57.732000,2024-03-24 04:11:40.930,1,5.0,False,,False,True
833,0 days 01:09:57.416000,RUS,63,0 days 00:01:36.920000,8.0,1.0,,0 days 01:09:41.471000,0 days 00:00:28.679000,0 days 00:00:18.251000,0 days 00:00:49.990000,0 days 01:08:49.114000,0 days 01:09:07.365000,0 days 01:09:57.355000,277.0,306.0,,304.0,False,MEDIUM,8.0,True,Mercedes,0 days 01:08:20.496000,2024-03-24 04:13:03.694,1,11.0,False,,False,False
834,0 days 01:11:25.747000,RUS,63,0 days 00:01:28.331000,9.0,2.0,0 days 01:09:59.414000,,0 days 00:00:34.115000,0 days 00:00:18.468000,0 days 00:00:35.748000,0 days 01:10:31.470000,0 days 01:10:49.938000,0 days 01:11:25.686000,270.0,298.0,289.0,230.0,False,HARD,1.0,True,Mercedes,0 days 01:09:57.416000,2024-03-24 04:14:40.614,1,10.0,False,,False,False
835,0 days 01:12:48.484000,RUS,63,0 days 00:01:22.737000,10.0,2.0,,,0 days 00:00:28.814000,0 days 00:00:18.308000,0 days 00:00:35.615000,0 days 01:11:54.500000,0 days 01:12:12.808000,0 days 01:12:48.423000,267.0,296.0,290.0,295.0,True,HARD,2.0,True,Mercedes,0 days 01:11:25.747000,2024-03-24 04:16:08.945,1,9.0,False,,False,True
836,0 days 01:14:11.200000,RUS,63,0 days 00:01:22.716000,11.0,2.0,,,0 days 00:00:28.731000,0 days 00:00:18.303000,0 days 00:00:35.682000,0 days 01:13:17.154000,0 days 01:13:35.457000,0 days 01:14:11.139000,269.0,299.0,293.0,294.0,True,HARD,3.0,True,Mercedes,0 days 01:12:48.484000,2024-03-24 04:17:31.682,1,9.0,False,,False,True
837,0 days 01:15:34.222000,RUS,63,0 days 00:01:23.022000,12.0,2.0,,,0 days 00:00:28.851000,0 days 00:00:18.243000,0 days 00:00:35.928000,0 days 01:14:39.990000,0 days 01:14:58.233000,0 days 01:15:34.161000,,300.0,291.0,301.0,False,HARD,4.0,True,Mercedes,0 days 01:14:11.200000,2024-03-24 04:18:54.398,1,9.0,False,,False,True
