,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0,0 days 00:59:57.034000,VER,1,0 days 00:01:27.458000,1.0,1.0,,,,0 days 00:00:18.462000,0 days 00:00:35.518000,,0 days 00:59:21.516000,0 days 00:59:57.152000,278.0,285.0,283.0,238.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,1.0,False,,False,False
1,0 days 01:01:21.133000,VER,1,0 days 00:01:24.099000,2.0,1.0,,,0 days 00:00:29.623000,0 days 00:00:18.375000,0 days 00:00:36.101000,0 days 01:00:26.657000,0 days 01:00:45.032000,0 days 01:01:21.133000,273.0,297.0,298.0,281.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 00:59:57.034000,2024-03-24 04:04:40.232,1,2.0,False,,False,True
2,0 days 01:02:44.248000,VER,1,0 days 00:01:23.115000,3.0,1.0,,,0 days 00:00:28.793000,0 days 00:00:18.573000,0 days 00:00:35.749000,0 days 01:01:49.926000,0 days 01:02:08.499000,0 days 01:02:44.248000,275.0,314.0,295.0,305.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 01:01:21.133000,2024-03-24 04:06:04.331,1,2.0,False,,False,True
3,0 days 01:04:24.613000,VER,1,,4.0,1.0,,0 days 01:04:24.613000,0 days 00:00:28.756000,0 days 00:00:18.353000,,0 days 01:03:13.063000,0 days 01:03:31.408000,,270.0,308.0,,302.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:02:44.248000,2024-03-24 04:07:27.446,1,19.0,False,,False,False
4,0 days 01:00:06.880000,GAS,10,0 days 00:01:37.304000,1.0,1.0,,,,0 days 00:00:18.854000,0 days 00:00:38.564000,,0 days 00:59:28.406000,0 days 01:00:06.942000,267.0,316.0,287.0,223.0,False,MEDIUM,1.0,True,Alpine,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,17.0,False,,False,False
5,0 days 01:01:31.529000,GAS,10,0 days 00:01:24.649000,2.0,1.0,,,0 days 00:00:29.905000,0 days 00:00:18.241000,0 days 00:00:36.503000,0 days 01:00:36.747000,0 days 01:00:54.988000,0 days 01:01:31.491000,270.0,325.0,304.0,287.0,True,MEDIUM,2.0,True,Alpine,0 days 01:00:06.880000,2024-03-24 04:04:50.078,1,17.0,False,,False,True
6,0 days 01:02:55.380000,GAS,10,0 days 00:01:23.851000,3.0,1.0,,,0 days 00:00:29.379000,0 days 00:00:18.148000,0 days 00:00:36.324000,0 days 01:02:00.870000,0 days 01:02:19.018000,0 days 01:02:55.342000,271.0,322.0,304.0,292.0,True,MEDIUM,3.0,True,Alpine,0 days 01:01:31.529000,2024-03-24 04:06:14.727,1,17.0,False,,False,True
7,0 days 01:04:19.080000,GAS,10,0 days 00:01:23.700000,4.0,1.0,,,0 days 00:00:29.050000,0 days 00:00:18.116000,0 days 00:00:36.534000,0 days 01:03:24.392000,0 days 01:03:42.508000,0 days 01:04:19.042000,272.0,320.0,304.0,305.0,True,MEDIUM,4.0,True,Alpine,0 days 01:02:55.380000,2024-03-24 04:07:38.578,1,16.0,False,,False,True
8,0 days 01:05:43.606000,GAS,10,0 days 00:01:24.526000,5.0,1.0,,,0 days 00:00:29.693000,0 days 00:00:17.983000,0 days 00:00:36.850000,0 days 01:04:48.735000,0 days 01:05:06.718000,0 days 01:05:43.568000,273.0,334.0,302.0,,False,MEDIUM,5.0,True,Alpine,0 days 01:04:19.080000,2024-03-24 04:09:02.278,1,16.0,False,,False,True
9,0 days 01:07:07.518000,GAS,10,0 days 00:01:23.912000,6.0,1.0,,,0 days 00:00:29.368000,0 days 00:00:18.107000,0 days 00:00:36.437000,0 days 01:06:12.936000,0 days 01:06:31.043000,0 days 01:07:07.480000,272.0,320.0,301.0,308.0,False,MEDIUM,6.0,True,Alpine,0 days 01:05:43.606000,2024-03-24 04:10:26.804,1,15.0,False,,False,True
10,0 days 01:08:30.963000,GAS,10,0 days 00:01:23.445000,7.0,1.0,,,0 days 00:00:29.068000,0 days 00:00:18.122000,0 days 00:00:36.255000,0 days 01:07:36.548000,0 days 01:07:54.670000,0 days 01:08:30.925000,273.0,321.0,302.0,310.0,True,MEDIUM,7.0,True,Alpine,0 days 01:07:07.518000,2024-03-24 04:11:50.716,1,13.0,False,,False,True
11,0 days 01:09:54.842000,GAS,10,0 days 00:01:23.879000,8.0,1.0,,,0 days 00:00:29.380000,0 days 00:00:18.109000,0 days 00:00:36.390000,0 days 01:09:00.305000,0 days 01:09:18.414000,0 days 01:09:54.804000,272.0,319.0,300.0,297.0,False,MEDIUM,8.0,True,Alpine,0 days 01:08:30.963000,2024-03-24 04:13:14.161,1,10.0,False,,False,True
12,0 days 01:11:18.671000,GAS,10,0 days 00:01:23.829000,9.0,1.0,,,0 days 00:00:29.349000,0 days 00:00:18.235000,0 days 00:00:36.245000,0 days 01:10:24.153000,0 days 01:10:42.388000,0 days 01:11:18.633000,273.0,318.0,301.0,303.0,False,MEDIUM,9.0,True,Alpine,0 days 01:09:54.842000,2024-03-24 04:14:38.040,1,8.0,False,,False,True
13,0 days 01:12:42.527000,GAS,10,0 days 00:01:23.856000,10.0,1.0,,,0 days 00:00:29.318000,0 days 00:00:18.150000,0 days 00:00:36.388000,0 days 01:11:47.951000,0 days 01:12:06.101000,0 days 01:12:42.489000,,317.0,300.0,298.0,False,MEDIUM,10.0,True,Alpine,0 days 01:11:18.671000,2024-03-24 04:16:01.869,1,6.0,False,,False,True
14,0 days 01:14:07.924000,GAS,10,0 days 00:01:25.397000,11.0,1.0,,,0 days 00:00:29.402000,0 days 00:00:18.252000,0 days 00:00:37.743000,0 days 01:13:11.891000,0 days 01:13:30.143000,0 days 01:14:07.886000,270.0,311.0,304.0,301.0,False,MEDIUM,11.0,True,Alpine,0 days 01:12:42.527000,2024-03-24 04:17:25.725,1,8.0,False,,False,True
15,0 days 01:15:32.549000,GAS,10,0 days 00:01:24.625000,12.0,1.0,,,0 days 00:00:29.816000,0 days 00:00:18.154000,0 days 00:00:36.655000,0 days 01:14:37.702000,0 days 01:14:55.856000,0 days 01:15:32.511000,271.0,321.0,300.0,306.0,False,MEDIUM,12.0,True,Alpine,0 days 01:14:07.924000,2024-03-24 04:18:51.122,1,8.0,False,,False,True
16,0 days 01:16:56.598000,GAS,10,0 days 00:01:24.049000,13.0,1.0,,,0 days 00:00:29.379000,0 days 00:00:18.093000,0 days 00:00:36.577000,0 days 01:16:01.890000,0 days 01:16:19.983000,0 days 01:16:56.560000,272.0,318.0,299.0,,False,MEDIUM,13.0,True,Alpine,0 days 01:15:32.549000,2024-03-24 04:20:15.747,1,8.0,False,,False,True
17,0 days 01:18:20.702000,GAS,10,0 days 00:01:24.104000,14.0,1.0,,,0 days 00:00:29.430000,0 days 00:00:18.090000,0 days 00:00:36.584000,0 days 01:17:25.990000,0 days 01:17:44.080000,0 days 01:18:20.664000,279.0,318.0,298.0,302.0,False,MEDIUM,14.0,True,Alpine,0 days 01:16:56.598000,2024-03-24 04:21:39.796,1,8.0,False,,False,True
18,0 days 01:19:44.802000,GAS,10,0 days 00:01:24.100000,15.0,1.0,,,0 days 00:00:29.378000,0 days 00:00:18.207000,0 days 00:00:36.515000,0 days 01:18:50.042000,0 days 01:19:08.249000,0 days 01:19:44.764000,272.0,316.0,299.0,305.0,False,MEDIUM,15.0,True,Alpine,0 days 01:18:20.702000,2024-03-24 04:23:03.900,1,7.0,False,,False,True
19,0 days 01:21:10.169000,GAS,10,0 days 00:01:25.367000,16.0,1.0,,,0 days 00:00:29.942000,0 days 00:00:18.256000,0 days 00:00:37.169000,0 days 01:20:14.706000,0 days 01:20:32.962000,0 days 01:21:10.131000,276.0,325.0,288.0,306.0,False,MEDIUM,16.0,True,Alpine,0 days 01:19:44.802000,2024-03-24 04:24:28.000,1,8.0,False,,False,True
20,0 days 01:23:07.957000,GAS,10,0 days 00:01:57.788000,17.0,1.0,,0 days 01:22:49.794000,0 days 00:00:30.269000,0 days 00:00:25.888000,0 days 00:01:01.631000,0 days 01:21:40.400000,0 days 01:22:06.288000,0 days 01:23:07.919000,271.0,261.0,,295.0,False,MEDIUM,17.0,True,Alpine,0 days 01:21:10.169000,2024-03-24 04:25:53.367,267,14.0,False,,False,False
21,0 days 01:24:37.845000,GAS,10,0 days 00:01:29.888000,18.0,2.0,0 days 01:23:10.039000,,0 days 00:00:35.202000,0 days 00:00:18.398000,0 days 00:00:36.288000,0 days 01:23:43.121000,0 days 01:24:01.519000,0 days 01:24:37.807000,276.0,302.0,290.0,227.0,False,HARD,1.0,True,Alpine,0 days 01:23:07.957000,2024-03-24 04:27:51.155,1,15.0,False,,False,False
22,0 days 01:26:01.767000,GAS,10,0 days 00:01:23.922000,19.0,2.0,,,0 days 00:00:29.141000,0 days 00:00:18.401000,0 days 00:00:36.380000,0 days 01:25:06.948000,0 days 01:25:25.349000,0 days 01:26:01.729000,270.0,297.0,288.0,291.0,False,HARD,2.0,True,Alpine,0 days 01:24:37.845000,2024-03-24 04:29:21.043,1,15.0,False,,False,True
23,0 days 01:27:25.429000,GAS,10,0 days 00:01:23.662000,20.0,2.0,,,0 days 00:00:29.060000,0 days 00:00:18.369000,0 days 00:00:36.233000,0 days 01:26:30.789000,0 days 01:26:49.158000,0 days 01:27:25.391000,271.0,297.0,288.0,292.0,False,HARD,3.0,True,Alpine,0 days 01:26:01.767000,2024-03-24 04:30:44.965,1,15.0,False,,False,True
24,0 days 01:28:48.670000,GAS,10,0 days 00:01:23.241000,21.0,2.0,,,0 days 00:00:28.904000,0 days 00:00:18.274000,0 days 00:00:36.063000,0 days 01:27:54.295000,0 days 01:28:12.569000,0 days 01:28:48.632000,272.0,299.0,288.0,293.0,True,HARD,4.0,True,Alpine,0 days 01:27:25.429000,2024-03-24 04:32:08.627,1,15.0,False,,False,True
25,0 days 01:30:11.715000,GAS,10,0 days 00:01:23.045000,22.0,2.0,,,0 days 00:00:28.793000,0 days 00:00:18.236000,0 days 00:00:36.016000,0 days 01:29:17.425000,0 days 01:29:35.661000,0 days 01:30:11.677000,273.0,298.0,289.0,292.0,True,HARD,5.0,True,Alpine,0 days 01:28:48.670000,2024-03-24 04:33:31.868,1,15.0,False,,False,True
26,0 days 01:31:34.644000,GAS,10,0 days 00:01:22.929000,23.0,2.0,,,0 days 00:00:28.898000,0 days 00:00:18.198000,0 days 00:00:35.833000,0 days 01:30:40.575000,0 days 01:30:58.773000,0 days 01:31:34.606000,272.0,299.0,289.0,,True,HARD,6.0,True,Alpine,0 days 01:30:11.715000,2024-03-24 04:34:54.913,1,15.0,False,,False,True
27,0 days 01:32:57.645000,GAS,10,0 days 00:01:23.001000,24.0,2.0,,,0 days 00:00:28.729000,0 days 00:00:18.222000,0 days 00:00:36.050000,0 days 01:32:03.335000,0 days 01:32:21.557000,0 days 01:32:57.607000,274.0,301.0,289.0,294.0,False,HARD,7.0,True,Alpine,0 days 01:31:34.644000,2024-03-24 04:36:17.842,1,15.0,False,,False,True
28,0 days 01:34:20.578000,GAS,10,0 days 00:01:22.933000,25.0,2.0,,,0 days 00:00:28.803000,0 days 00:00:18.241000,0 days 00:00:35.889000,0 days 01:33:26.410000,0 days 01:33:44.651000,0 days 01:34:20.540000,276.0,302.0,290.0,,False,HARD,8.0,True,Alpine,0 days 01:32:57.645000,2024-03-24 04:37:40.843,1,15.0,False,,False,True
29,0 days 01:35:43.593000,GAS,10,0 days 00:01:23.015000,26.0,2.0,,,0 days 00:00:28.851000,0 days 00:00:18.346000,0 days 00:00:35.818000,0 days 01:34:49.391000,0 days 01:35:07.737000,0 days 01:35:43.555000,,299.0,290.0,295.0,False,HARD,9.0,True,Alpine,0 days 01:34:20.578000,2024-03-24 04:39:03.776,1,15.0,False,,False,True
30,0 days 01:37:06.497000,GAS,10,0 days 00:01:22.904000,27.0,2.0,,,0 days 00:00:28.749000,0 days 00:00:18.186000,0 days 00:00:35.969000,0 days 01:36:12.304000,0 days 01:36:30.490000,0 days 01:37:06.459000,277.0,300.0,289.0,294.0,True,HARD,10.0,True,Alpine,0 days 01:35:43.593000,2024-03-24 04:40:26.791,1,14.0,False,,False,True
31,0 days 01:38:29.171000,GAS,10,0 days 00:01:22.674000,28.0,2.0,,,0 days 00:00:28.974000,0 days 00:00:17.953000,0 days 00:00:35.747000,0 days 01:37:35.433000,0 days 01:37:53.386000,0 days 01:38:29.133000,278.0,316.0,302.0,295.0,True,HARD,11.0,True,Alpine,0 days 01:37:06.497000,2024-03-24 04:41:49.695,1,14.0,False,,False,True
32,0 days 01:39:51.879000,GAS,10,0 days 00:01:22.708000,29.0,2.0,,,0 days 00:00:28.988000,0 days 00:00:17.968000,0 days 00:00:35.752000,0 days 01:38:58.121000,0 days 01:39:16.089000,0 days 01:39:51.841000,,317.0,299.0,308.0,False,HARD,12.0,True,Alpine,0 days 01:38:29.171000,2024-03-24 04:43:12.369,1,13.0,False,,False,True
33,0 days 01:41:14.869000,GAS,10,0 days 00:01:22.990000,30.0,2.0,,,0 days 00:00:28.857000,0 days 00:00:17.993000,0 days 00:00:36.140000,0 days 01:40:20.698000,0 days 01:40:38.691000,0 days 01:41:14.831000,277.0,315.0,300.0,307.0,False,HARD,13.0,True,Alpine,0 days 01:39:51.879000,2024-03-24 04:44:35.077,1,13.0,False,,False,True
34,0 days 01:42:37.596000,GAS,10,0 days 00:01:22.727000,31.0,2.0,,,0 days 00:00:28.855000,0 days 00:00:17.990000,0 days 00:00:35.882000,0 days 01:41:43.686000,0 days 01:42:01.676000,0 days 01:42:37.558000,278.0,314.0,301.0,304.0,False,HARD,14.0,True,Alpine,0 days 01:41:14.869000,2024-03-24 04:45:58.067,1,13.0,False,,False,True
35,0 days 01:44:00.841000,GAS,10,0 days 00:01:23.245000,32.0,2.0,,,0 days 00:00:28.996000,0 days 00:00:18.019000,0 days 00:00:36.230000,0 days 01:43:06.554000,0 days 01:43:24.573000,0 days 01:44:00.803000,276.0,312.0,301.0,308.0,False,HARD,15.0,True,Alpine,0 days 01:42:37.596000,2024-03-24 04:47:20.794,1,13.0,False,,False,True
36,0 days 01:45:24.056000,GAS,10,0 days 00:01:23.215000,33.0,2.0,,,0 days 00:00:28.788000,0 days 00:00:17.980000,0 days 00:00:36.447000,0 days 01:44:29.591000,0 days 01:44:47.571000,0 days 01:45:24.018000,277.0,313.0,300.0,309.0,False,HARD,16.0,True,Alpine,0 days 01:44:00.841000,2024-03-24 04:48:44.039,1,12.0,False,,False,True
37,0 days 01:46:47.092000,GAS,10,0 days 00:01:23.036000,34.0,2.0,,,0 days 00:00:28.986000,0 days 00:00:18.083000,0 days 00:00:35.967000,0 days 01:45:53.004000,0 days 01:46:11.087000,0 days 01:46:47.054000,278.0,316.0,302.0,307.0,False,HARD,17.0,True,Alpine,0 days 01:45:24.056000,2024-03-24 04:50:07.254,1,12.0,False,,False,True
38,0 days 01:48:10.317000,GAS,10,0 days 00:01:23.225000,35.0,2.0,,,0 days 00:00:28.898000,0 days 00:00:17.957000,0 days 00:00:36.370000,0 days 01:47:15.952000,0 days 01:47:33.909000,0 days 01:48:10.279000,279.0,327.0,298.0,309.0,False,HARD,18.0,True,Alpine,0 days 01:46:47.092000,2024-03-24 04:51:30.290,1,10.0,False,,False,True
39,0 days 01:49:33.157000,GAS,10,0 days 00:01:22.840000,36.0,2.0,,,0 days 00:00:28.631000,0 days 00:00:18.346000,0 days 00:00:35.863000,0 days 01:48:38.910000,0 days 01:48:57.256000,0 days 01:49:33.119000,276.0,293.0,287.0,305.0,False,HARD,19.0,True,Alpine,0 days 01:48:10.317000,2024-03-24 04:52:53.515,1,10.0,False,,False,True
40,0 days 01:50:56.483000,GAS,10,0 days 00:01:23.326000,37.0,2.0,,,0 days 00:00:28.965000,0 days 00:00:18.388000,0 days 00:00:35.973000,0 days 01:50:02.084000,0 days 01:50:20.472000,0 days 01:50:56.445000,,294.0,287.0,288.0,False,HARD,20.0,True,Alpine,0 days 01:49:33.157000,2024-03-24 04:54:16.355,1,9.0,False,,False,True
41,0 days 01:52:21.592000,GAS,10,0 days 00:01:25.109000,38.0,2.0,,,0 days 00:00:30.199000,0 days 00:00:18.344000,0 days 00:00:36.566000,0 days 01:51:26.644000,0 days 01:51:44.988000,0 days 01:52:21.554000,273.0,305.0,301.0,,False,HARD,21.0,True,Alpine,0 days 01:50:56.483000,2024-03-24 04:55:39.681,1,9.0,False,,False,True
42,0 days 01:53:44.608000,GAS,10,0 days 00:01:23.016000,39.0,2.0,,,0 days 00:00:28.723000,0 days 00:00:18.282000,0 days 00:00:36.011000,0 days 01:52:50.277000,0 days 01:53:08.559000,0 days 01:53:44.570000,276.0,297.0,289.0,307.0,False,HARD,22.0,True,Alpine,0 days 01:52:21.592000,2024-03-24 04:57:04.790,1,9.0,False,,False,True
43,0 days 01:55:09.628000,GAS,10,0 days 00:01:25.020000,40.0,2.0,,,0 days 00:00:28.917000,0 days 00:00:18.214000,0 days 00:00:37.889000,0 days 01:54:13.487000,0 days 01:54:31.701000,0 days 01:55:09.590000,277.0,308.0,301.0,291.0,False,HARD,23.0,True,Alpine,0 days 01:53:44.608000,2024-03-24 04:58:27.806,1,10.0,False,,False,True
44,0 days 01:56:54.222000,GAS,10,0 days 00:01:44.594000,41.0,2.0,,0 days 01:56:38.616000,0 days 00:00:31.987000,0 days 00:00:20.379000,0 days 00:00:52.228000,0 days 01:55:41.577000,0 days 01:56:01.956000,0 days 01:56:54.184000,260.0,298.0,,295.0,False,HARD,24.0,True,Alpine,0 days 01:55:09.628000,2024-03-24 04:59:52.826,1,15.0,False,,False,False
45,0 days 01:58:22.393000,GAS,10,0 days 00:01:28.171000,42.0,3.0,0 days 01:56:56.191000,,0 days 00:00:34.671000,0 days 00:00:18.274000,0 days 00:00:35.226000,0 days 01:57:28.855000,0 days 01:57:47.129000,0 days 01:58:22.355000,275.0,298.0,290.0,230.0,False,HARD,1.0,True,Alpine,0 days 01:56:54.222000,2024-03-24 05:01:37.420,1,14.0,False,,False,False
46,0 days 01:59:46.812000,GAS,10,0 days 00:01:24.419000,43.0,3.0,,,0 days 00:00:28.467000,0 days 00:00:19.217000,0 days 00:00:36.735000,0 days 01:58:50.822000,0 days 01:59:10.039000,0 days 01:59:46.774000,276.0,299.0,289.0,289.0,False,HARD,2.0,True,Alpine,0 days 01:58:22.393000,2024-03-24 05:03:05.591,1,14.0,False,,False,True
47,0 days 02:01:08.259000,GAS,10,0 days 00:01:21.447000,44.0,3.0,,,0 days 00:00:28.348000,0 days 00:00:18.045000,0 days 00:00:35.054000,0 days 02:00:15.122000,0 days 02:00:33.167000,0 days 02:01:08.221000,281.0,298.0,290.0,293.0,True,HARD,3.0,True,Alpine,0 days 01:59:46.812000,2024-03-24 05:04:30.010,1,14.0,False,,False,True
48,0 days 02:02:30.338000,GAS,10,0 days 00:01:22.079000,45.0,3.0,,,0 days 00:00:29.395000,0 days 00:00:17.816000,0 days 00:00:34.868000,0 days 02:01:37.616000,0 days 02:01:55.432000,0 days 02:02:30.300000,280.0,318.0,291.0,290.0,False,HARD,4.0,True,Alpine,0 days 02:01:08.259000,2024-03-24 05:05:51.457,1,14.0,False,,False,True
49,0 days 02:03:51.558000,GAS,10,0 days 00:01:21.220000,46.0,3.0,,,0 days 00:00:28.209000,0 days 00:00:18.001000,0 days 00:00:35.010000,0 days 02:02:58.509000,0 days 02:03:16.510000,0 days 02:03:51.520000,,303.0,291.0,297.0,True,HARD,5.0,True,Alpine,0 days 02:02:30.338000,2024-03-24 05:07:13.536,1,14.0,False,,False,True
50,0 days 02:05:12.833000,GAS,10,0 days 00:01:21.275000,47.0,3.0,,,0 days 00:00:28.128000,0 days 00:00:17.982000,0 days 00:00:35.165000,0 days 02:04:19.648000,0 days 02:04:37.630000,0 days 02:05:12.795000,279.0,300.0,290.0,294.0,False,HARD,6.0,True,Alpine,0 days 02:03:51.558000,2024-03-24 05:08:34.756,1,14.0,False,,False,True
51,0 days 02:06:34.044000,GAS,10,0 days 00:01:21.211000,48.0,3.0,,,0 days 00:00:28.320000,0 days 00:00:17.977000,0 days 00:00:34.914000,0 days 02:05:41.115000,0 days 02:05:59.092000,0 days 02:06:34.006000,278.0,297.0,291.0,292.0,True,HARD,7.0,True,Alpine,0 days 02:05:12.833000,2024-03-24 05:09:56.031,1,14.0,False,,False,True
52,0 days 02:07:55.384000,GAS,10,0 days 00:01:21.340000,49.0,3.0,,,0 days 00:00:28.468000,0 days 00:00:17.975000,0 days 00:00:34.897000,0 days 02:07:02.474000,0 days 02:07:20.449000,0 days 02:07:55.346000,277.0,298.0,291.0,,False,HARD,8.0,True,Alpine,0 days 02:06:34.044000,2024-03-24 05:11:17.242,1,14.0,False,,False,True
53,0 days 02:09:16.606000,GAS,10,0 days 00:01:21.222000,50.0,3.0,,,0 days 00:00:28.249000,0 days 00:00:18.088000,0 days 00:00:34.885000,0 days 02:08:23.595000,0 days 02:08:41.683000,0 days 02:09:16.568000,,296.0,290.0,,False,HARD,9.0,True,Alpine,0 days 02:07:55.384000,2024-03-24 05:12:38.582,1,14.0,False,,False,True
54,0 days 02:10:37.696000,GAS,10,0 days 00:01:21.090000,51.0,3.0,,,0 days 00:00:28.224000,0 days 00:00:18.052000,0 days 00:00:34.814000,0 days 02:09:44.792000,0 days 02:10:02.844000,0 days 02:10:37.658000,278.0,296.0,291.0,,True,HARD,10.0,True,Alpine,0 days 02:09:16.606000,2024-03-24 05:13:59.804,1,14.0,False,,False,True
55,0 days 02:11:58.857000,GAS,10,0 days 00:01:21.161000,52.0,3.0,,,0 days 00:00:28.228000,0 days 00:00:18.036000,0 days 00:00:34.897000,0 days 02:11:05.886000,0 days 02:11:23.922000,0 days 02:11:58.819000,277.0,295.0,290.0,291.0,False,HARD,11.0,True,Alpine,0 days 02:10:37.696000,2024-03-24 05:15:20.894,1,14.0,False,,False,True
56,0 days 02:13:20.181000,GAS,10,0 days 00:01:21.324000,53.0,3.0,,,0 days 00:00:28.293000,0 days 00:00:18.046000,0 days 00:00:34.985000,0 days 02:12:27.112000,0 days 02:12:45.158000,0 days 02:13:20.143000,276.0,294.0,290.0,,False,HARD,12.0,True,Alpine,0 days 02:11:58.857000,2024-03-24 05:16:42.055,1,14.0,False,,False,True
57,0 days 02:14:43.215000,GAS,10,0 days 00:01:23.034000,54.0,3.0,,,0 days 00:00:29.613000,0 days 00:00:18.361000,0 days 00:00:35.060000,0 days 02:13:49.756000,0 days 02:14:08.117000,0 days 02:14:43.177000,244.0,315.0,303.0,290.0,False,HARD,13.0,True,Alpine,0 days 02:13:20.181000,2024-03-24 05:18:03.379,1,14.0,False,,False,True
58,0 days 02:16:04.642000,GAS,10,0 days 00:01:21.427000,55.0,3.0,,,0 days 00:00:28.115000,0 days 00:00:18.119000,0 days 00:00:35.193000,0 days 02:15:11.292000,0 days 02:15:29.411000,0 days 02:16:04.604000,279.0,300.0,291.0,311.0,False,HARD,14.0,True,Alpine,0 days 02:14:43.215000,2024-03-24 05:19:26.413,1,14.0,False,,False,True
59,0 days 02:17:31.553000,GAS,10,0 days 00:01:26.911000,56.0,3.0,,,0 days 00:00:28.394000,0 days 00:00:18.123000,0 days 00:00:40.394000,0 days 02:16:32.998000,0 days 02:16:51.121000,0 days 02:17:31.515000,278.0,298.0,134.0,293.0,False,HARD,15.0,True,Alpine,0 days 02:16:04.642000,2024-03-24 05:20:47.840,2,14.0,False,,False,True
60,0 days 02:19:32.372000,GAS,10,0 days 00:02:00.819000,57.0,3.0,,,0 days 00:00:48.810000,0 days 00:00:34.206000,0 days 00:00:37.803000,0 days 02:18:20.325000,0 days 02:18:54.531000,0 days 02:19:32.334000,123.0,303.0,280.0,189.0,False,HARD,16.0,True,Alpine,0 days 02:17:31.553000,2024-03-24 05:22:14.751,6,13.0,False,,False,False
61,0 days 01:00:02.004000,PER,11,0 days 00:01:32.428000,1.0,1.0,,,,0 days 00:00:18.273000,0 days 00:00:37.250000,,0 days 00:59:24.837000,0 days 01:00:02.203000,276.0,305.0,290.0,248.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:58:29.232000,2024-03-24 04:03:12.430,1,7.0,False,,False,False
62,0 days 01:01:25.385000,PER,11,0 days 00:01:23.381000,2.0,1.0,,,0 days 00:00:29.370000,0 days 00:00:17.903000,0 days 00:00:36.108000,0 days 01:00:31.284000,0 days 01:00:49.187000,0 days 01:01:25.295000,273.0,324.0,304.0,290.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:00:02.004000,2024-03-24 04:04:45.202,1,7.0,False,,False,True
63,0 days 01:02:48.550000,PER,11,0 days 00:01:23.165000,3.0,1.0,,,0 days 00:00:29.005000,0 days 00:00:17.939000,0 days 00:00:36.221000,0 days 01:01:54.300000,0 days 01:02:12.239000,0 days 01:02:48.460000,269.0,323.0,301.0,307.0,True,MEDIUM,3.0,True,Red Bull Racing,0 days 01:01:25.385000,2024-03-24 04:06:08.583,1,7.0,False,,False,True
64,0 days 01:04:11.948000,PER,11,0 days 00:01:23.398000,4.0,1.0,,,0 days 00:00:28.848000,0 days 00:00:18.020000,0 days 00:00:36.530000,0 days 01:03:17.308000,0 days 01:03:35.328000,0 days 01:04:11.858000,273.0,324.0,301.0,310.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:02:48.550000,2024-03-24 04:07:31.748,1,6.0,False,,False,True
65,0 days 01:05:35.312000,PER,11,0 days 00:01:23.364000,5.0,1.0,,,0 days 00:00:28.964000,0 days 00:00:17.747000,0 days 00:00:36.653000,0 days 01:04:40.822000,0 days 01:04:58.569000,0 days 01:05:35.222000,272.0,322.0,301.0,302.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:04:11.948000,2024-03-24 04:08:55.146,1,6.0,False,,False,True
66,0 days 01:06:58.336000,PER,11,0 days 00:01:23.024000,6.0,1.0,,,0 days 00:00:28.808000,0 days 00:00:17.868000,0 days 00:00:36.348000,0 days 01:06:04.030000,0 days 01:06:21.898000,0 days 01:06:58.246000,,320.0,301.0,312.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 01:05:35.312000,2024-03-24 04:10:18.510,1,6.0,False,,False,True
67,0 days 01:08:21.140000,PER,11,0 days 00:01:22.804000,7.0,1.0,,,0 days 00:00:28.962000,0 days 00:00:17.896000,0 days 00:00:35.946000,0 days 01:07:27.208000,0 days 01:07:45.104000,0 days 01:08:21.050000,271.0,320.0,302.0,311.0,True,MEDIUM,7.0,True,Red Bull Racing,0 days 01:06:58.336000,2024-03-24 04:11:41.534,1,6.0,False,,False,True
68,0 days 01:09:44.188000,PER,11,0 days 00:01:23.048000,8.0,1.0,,,0 days 00:00:28.744000,0 days 00:00:17.746000,0 days 00:00:36.558000,0 days 01:08:49.794000,0 days 01:09:07.540000,0 days 01:09:44.098000,281.0,328.0,300.0,316.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:08:21.140000,2024-03-24 04:13:04.338,1,5.0,False,,False,True
69,0 days 01:11:07.158000,PER,11,0 days 00:01:22.970000,9.0,1.0,,,0 days 00:00:28.758000,0 days 00:00:18.147000,0 days 00:00:36.065000,0 days 01:10:12.856000,0 days 01:10:31.003000,0 days 01:11:07.068000,273.0,302.0,289.0,311.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:09:44.188000,2024-03-24 04:14:27.386,1,3.0,False,,False,True
